Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,"BENNET, MICHAEL",Democratic,119.7,12/1/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Fees
Governor,"BENNET, MICHAEL",Democratic,210,12/1/25,Laz Parking,Denver,CO,80202,Travel & Lodging,Parking
Governor,"BENNET, MICHAEL",Democratic,431.3,12/1/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,24.16,12/1/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,24.16,12/1/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,19.2,12/1/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,429.49,12/2/25,"American Airlines, Inc.",Fort Worth,TX,76155,Travel & Lodging,Air Travel
Governor,"BENNET, MICHAEL",Democratic,573.48,12/2/25,"American Airlines, Inc.",Fort Worth,TX,76155,Travel & Lodging,Air Travel
Governor,"BENNET, MICHAEL",Democratic,285.55,12/2/25,Cheese Meat Board,Denver,CO,80205,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,628.11,12/2/25,Delta Dental,Greenwood Village,CO,80111,Employee Services,Dental Insurance
Governor,"BENNET, MICHAEL",Democratic,215,12/2/25,Laz Parking,Denver,CO,80202,Travel & Lodging,Parking
Governor,"BENNET, MICHAEL",Democratic,468.48,12/2/25,"Southwest Airlines, Inc.",Dallas,TX,75235,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,200.01,12/2/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,358.48,12/2/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,358.48,12/2/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,14.59,12/2/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,149.22,12/3/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,"BENNET, MICHAEL",Democratic,224.3,12/3/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,597.4,12/3/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,215,12/4/25,Laz Parking,Denver,CO,80202,Travel & Lodging,Parking
Governor,"BENNET, MICHAEL",Democratic,23.17,12/4/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,431.3,12/5/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,825.01,12/6/25,The Hermosa Inn,Paradise Valley,AZ,85253,Travel & Lodging,Lodging
Governor,"BENNET, MICHAEL",Democratic,-207.48,12/6/25,"American Airlines, Inc.",Fort Worth,TX,76155,Returned Expenditure,Refunded Travel Costs
Governor,"BENNET, MICHAEL",Democratic,-555.49,12/6/25,United Airlines,Chicago,IL,60666,Returned Expenditure,Refunded Travel Costs
Governor,"BENNET, MICHAEL",Democratic,-373.3,12/6/25,United Airlines,Chicago,IL,60666,Returned Expenditure,Refunded Travel Costs
Governor,"BENNET, MICHAEL",Democratic,-166.49,12/6/25,United Airlines,Chicago,IL,60666,Returned Expenditure,Refunded Travel Costs
Governor,"BENNET, MICHAEL",Democratic,-41.91,12/6/25,United Airlines,Chicago,IL,60666,Returned Expenditure,Refunded Travel Costs
Governor,"BENNET, MICHAEL",Democratic,1509.66,12/7/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,"BENNET, MICHAEL",Democratic,234,12/7/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,70,12/8/25,City And County Of Denver - Parking Department,Denver,CO,80202,Travel & Lodging,Parking
Governor,"BENNET, MICHAEL",Democratic,266.62,12/8/25,Embassy Suites,Phoenix,AZ,85016,Travel & Lodging,Lodging
Governor,"BENNET, MICHAEL",Democratic,45,12/8/25,First Bank,Lakewood,CO,80215,Bank Fees,Bank Fees
Governor,"BENNET, MICHAEL",Democratic,23.15,12/8/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,18.51,12/8/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,190.46,12/9/25,Carey Limousine,Washington,DC,20016,Travel & Lodging,Ground Transportation
Governor,"BENNET, MICHAEL",Democratic,869.6,12/9/25,Carey Limousine,Washington,DC,20016,Travel & Lodging,Ground Transportation
Governor,"BENNET, MICHAEL",Democratic,18.69,12/9/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,18.69,12/9/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,37.49,12/9/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,110.97,12/9/25,Laz Parking,Denver,CO,80202,Travel & Lodging,Parking
Governor,"BENNET, MICHAEL",Democratic,224.3,12/9/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,3769,12/9/25,United Healthcare,Minnetonka,MN,55343,Employee Services,Health Insurance
Governor,"BENNET, MICHAEL",Democratic,454.07,12/10/25,Cheese Meat Board,Denver,CO,80205,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,167.6,12/10/25,Tommy  Dreyer,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,205.6,12/10/25,Lexi  Hine,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,1625,12/10/25,Lexi  Hine,Louisville,CO,80027,Consultant & Professional Services,Consultant
Governor,"BENNET, MICHAEL",Democratic,384,12/10/25,Mckinley  Mueller,Denver,CO,80201,Consultant & Professional Services,Consultant
Governor,"BENNET, MICHAEL",Democratic,195.47,12/10/25,Lisa  Robertson,Mclean,VA,22101,"Food, Beverages and Meals",Reimbursement-Event Food
Governor,"BENNET, MICHAEL",Democratic,2742.26,12/10/25,Savory Cuisines,Boulder,CO,80303,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,3180,12/10/25,William  Schwartz,Miami,FL,33131,Consultant & Professional Services,Research Consulting
Governor,"BENNET, MICHAEL",Democratic,451.44,12/10/25,Marat  Washburn,Louisville,CO,80027,Travel & Lodging,Reimbursement Parking
Governor,"BENNET, MICHAEL",Democratic,10000,12/11/25,Gsl Llc,San Francisco,CA,94114,Consultant & Professional Services,Fundraising Consulting
Governor,"BENNET, MICHAEL",Democratic,28778.66,12/11/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,"BENNET, MICHAEL",Democratic,14520.55,12/11/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,"BENNET, MICHAEL",Democratic,18.69,12/11/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,34.69,12/11/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,34.69,12/11/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,21.5,12/11/25,Joseph  Kennedy,Louisville,CO,80027,Travel & Lodging,Reimbursement-Mileage
Governor,"BENNET, MICHAEL",Democratic,57.85,12/11/25,Joseph  Kennedy,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,135.4,12/11/25,Sydney  Schwalb,Louisville,CO,80027,Travel & Lodging,Reimbursement-Mileage
Governor,"BENNET, MICHAEL",Democratic,227.4,12/11/25,Sydney  Schwalb,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,326.9,12/11/25,Sydney  Schwalb,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,19.2,12/11/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,431.3,12/12/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,2414.62,12/14/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,"BENNET, MICHAEL",Democratic,27.49,12/14/25,Canva.Com,Camden,DE,19934,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,254.19,12/14/25,Ezcater,Boston,MA,02109,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,73.72,12/14/25,King Soopers,Glendale,CO,80246,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,258.53,12/14/25,King Soopers,Glendale,CO,80246,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,1016.54,12/14/25,Table 6,Denver,CO,80218,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,682.63,12/14/25,The Lobby Restaurant,Denver,CO,80205,"Food, Beverages and Meals",Event - Venue/Food/Drink
Governor,"BENNET, MICHAEL",Democratic,36,12/15/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,34.69,12/15/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,14.59,12/15/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,361,12/16/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,595.48,12/16/25,"Southwest Airlines, Inc.",Dallas,TX,75235,Travel & Lodging,Airfare
Governor,"BENNET, MICHAEL",Democratic,364.79,12/17/25,Zucker,New York,NY,10017,"Food, Beverages and Meals",Event - Food/Drink
Governor,"BENNET, MICHAEL",Democratic,22.93,12/18/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,24,12/18/25,Ups,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,-595.48,12/19/25,"Southwest Airlines, Inc.",Dallas,TX,75235,Returned Expenditure,Refunded Travel Costs
Governor,"BENNET, MICHAEL",Democratic,1502.5,12/21/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,"BENNET, MICHAEL",Democratic,122,12/21/25,Pinnacol Assurance,Denver,CO,80256,Employee Services,Insurance
Governor,"BENNET, MICHAEL",Democratic,10.4,12/23/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,75,12/25/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,19.2,12/25/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,20,12/27/25,Feeding Colorado,Lafayette,CO,80026,Contributions,Contribution Of Impermissible Anonymous Funds
Governor,"BENNET, MICHAEL",Democratic,1006.83,12/28/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,"BENNET, MICHAEL",Democratic,37.02,12/28/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,978.12,12/29/25,At&T,Carol Stream,IL,60197,Rent & Utilities,Telephone Service
Governor,"BENNET, MICHAEL",Democratic,2383.33,12/29/25,Chase  Cromwell,Denver,CO,80201,Consultant & Professional Services,Consultant
Governor,"BENNET, MICHAEL",Democratic,15970.43,12/29/25,Elias Law Group,Washington,DC,20002,Consultant & Professional Services,Legal Fees
Governor,"BENNET, MICHAEL",Democratic,5943.44,12/29/25,"Google, Inc",Mountain View,CA,94043,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,4757.37,12/29/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,"BENNET, MICHAEL",Democratic,9371.69,12/29/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,"BENNET, MICHAEL",Democratic,31.95,12/29/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,"BENNET, MICHAEL",Democratic,400,12/29/25,Yamm,Brussels,,,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,-55.56,12/29/25,Arizona Biltmore,Phoenix,AZ,85016,Returned Expenditure,Refunded Travel Costs
Governor,"BENNET, MICHAEL",Democratic,277.13,12/30/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,"BENNET, MICHAEL",Democratic,36,12/30/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,36,12/30/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,36,12/30/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,155.2,12/30/25,First Bank,Lakewood,CO,80215,Bank Fees,Bank Fees
Governor,"BENNET, MICHAEL",Democratic,140.1,12/30/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Software
Governor,"BENNET, MICHAEL",Democratic,1210.39,12/31/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,"BENNET, MICHAEL",Democratic,50,12/31/25,Jenifer  Brandeberry,Denver,CO,80220,"Food, Beverages and Meals",Reimbursement-Event Catering
Governor,"BENNET, MICHAEL",Democratic,37,12/31/25,Chase  Cromwell,Denver,CO,80201,Travel & Lodging,Reimbursement-Mileage
Governor,"BENNET, MICHAEL",Democratic,219.65,12/31/25,Chase  Cromwell,Denver,CO,80201,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,318.44,12/31/25,Chase  Cromwell,Denver,CO,80201,Office Equipment & Supplies,Reimbursement-Event Supplies
Governor,"BENNET, MICHAEL",Democratic,27.49,12/31/25,Hayley  Drapkin,Louisville,CO,80027,Office Equipment & Supplies,Reimbursement-Office Supplies
Governor,"BENNET, MICHAEL",Democratic,227.66,12/31/25,Hayley  Drapkin,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,83.8,12/31/25,Tommy  Dreyer,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,292.45,12/31/25,Logan  Dunning,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,210,12/31/25,Sydney  Gart,Louisville,CO,80027,Travel & Lodging,Reimbursement-Mileage
Governor,"BENNET, MICHAEL",Democratic,490.07,12/31/25,Sydney  Gart,Louisville,CO,80027,"Food, Beverages and Meals",Reimbursement-Event Catering
Governor,"BENNET, MICHAEL",Democratic,209,12/31/25,Lexi  Hine,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,"BENNET, MICHAEL",Democratic,39.85,12/31/25,Samantha  Padavic,Louisville,CO,80027,Travel & Lodging,Reimbursement-Mileage
Governor,"BENNET, MICHAEL",Democratic,72.59,12/31/25,Samantha  Padavic,Louisville,CO,80027,Travel & Lodging,Reimbursement-Ground Transportation
Governor,"BOTTOMS, SCOTT",Republican,20.61,1/6/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Governor,"BOTTOMS, SCOTT",Republican,22,1/10/25,Squarespace,New York,NY,10014,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,71.12,1/10/25,Deluxe Checks,Minneapolis,MN,55402,Contributions,Office Supplies
Governor,"BOTTOMS, SCOTT",Republican,1200,1/10/25,Colorado Senate Caucus,Denver,CO,80203,Contributions,Donations
Governor,"BOTTOMS, SCOTT",Republican,9.3,1/25/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.3,1/29/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,20.61,2/4/25,Intuit Mailchimp,Atlanta,GA,30308,Consultant & Professional Services,Email Services
Governor,"BOTTOMS, SCOTT",Republican,16.6,2/9/25,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Fees
Governor,"BOTTOMS, SCOTT",Republican,22,2/10/25,Squarespace,New York,NY,10014,Consultant & Professional Services,Website Hosting
Governor,"BOTTOMS, SCOTT",Republican,33.6,2/16/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,343.37,2/24/25,Chase Bank,Houston,TX,77006,Travel & Lodging,Travel
Governor,"BOTTOMS, SCOTT",Republican,295.19,3/3/25,Ramada Inns,Denver,CO,80249,Travel & Lodging,Lodging
Governor,"BOTTOMS, SCOTT",Republican,0.26,3/3/25,Ramada Inns,Denver,CO,80249,Travel & Lodging,Lodging
Governor,"BOTTOMS, SCOTT",Republican,27.31,3/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Governor,"BOTTOMS, SCOTT",Republican,4.3,3/8/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,22,3/10/25,Squarespace,New York,NY,10014,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,276,3/11/25,Webflow,San Francisco,CA,94103,Office Equipment & Supplies,
Governor,"BOTTOMS, SCOTT",Republican,14.35,3/24/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,16.41,3/26/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,150,3/27/25,Paypal,San Jose,CA,95131,Office Equipment & Supplies,
Governor,"BOTTOMS, SCOTT",Republican,120,3/27/25,Paypal,San Jose,CA,95131,Other,Office Supplies
Governor,"BOTTOMS, SCOTT",Republican,3000,3/31/25,Corey  Gibson,Selah,WA,98942,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,13.4,4/2/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Office Subscriptions
Governor,"BOTTOMS, SCOTT",Republican,0.99,4/3/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,20.61,4/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,"BOTTOMS, SCOTT",Republican,3000,4/6/25,Marble Cake Media Llc,Oroville,WA,98844,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,82.03,4/6/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,275,4/7/25,North By Nine,Sheridan,WY,82801,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,1000,4/8/25,Patrick  Bradford,Bedford,NH,03113,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,750,4/8/25,Patrick  Bradford,Bedford,NH,03113,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,22,4/10/25,Squarespace,New York,NY,10014,Other,Fees
Governor,"BOTTOMS, SCOTT",Republican,135.35,4/11/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.44,4/12/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.46,4/13/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,2.05,4/19/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,13.04,4/20/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,0.99,4/25/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,2.05,4/29/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,55.7,5/2/25,Google,Mountain View,CA,94043,Other,Website
Governor,"BOTTOMS, SCOTT",Republican,4.1,5/2/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,5.99,5/3/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,3.3,5/3/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,9.93,5/4/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,27.31,5/5/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,"BOTTOMS, SCOTT",Republican,1716,5/5/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,
Governor,"BOTTOMS, SCOTT",Republican,5000,5/5/25,Marble Cake Media Llc,Oroville,WA,98844,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,4.1,5/9/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,17.43,5/10/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,4.11,5/11/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,22,5/12/25,Squarespace,New York,NY,10014,Other,Fees
Governor,"BOTTOMS, SCOTT",Republican,21.54,5/13/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,5.99,5/14/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,612.5,5/15/25,Same Day Processing,Hudson,WI,54016,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,6.15,5/16/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,3.04,5/18/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,24.45,5/22/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,20.51,5/23/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,0.99,5/24/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,700,5/27/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,0.36,6/1/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10.43,6/2/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,71.77,6/2/25,Google,Mountain View,CA,94043,Other,Website
Governor,"BOTTOMS, SCOTT",Republican,58.62,6/3/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,550,6/3/25,North By Nine,Sheridan,WY,82801,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,7000,6/3/25,Marble Cake Media Llc,Oroville,WA,98844,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,2.05,6/3/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,34.01,6/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,"BOTTOMS, SCOTT",Republican,2.05,6/4/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,60.5,6/9/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.03,6/9/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,22,6/10/25,Squarespace,New York,NY,10014,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,4.1,6/12/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.03,6/13/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1250,6/13/25,John  Loudon,Lake Worth,FL,33460,Consultant & Professional Services,Social Media And Consultation
Governor,"BOTTOMS, SCOTT",Republican,5.13,6/16/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,20.1,6/17/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,4.1,6/21/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,500,6/23/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,11.24,6/24/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10,6/25/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,1000,6/25/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,1000,6/25/25,Thomas  Chiavetta,Fort Collins,CO,80524,Contributions,Refunds
Governor,"BOTTOMS, SCOTT",Republican,149,6/26/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,18.45,6/29/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,20.49,6/30/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.85,7/1/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,77.92,7/2/25,Google,Mountain View,CA,94043,Other,Website
Governor,"BOTTOMS, SCOTT",Republican,165,7/2/25,Same Day Processing,Hudson,WI,54016,Consultant & Professional Services,Accounting Consulting
Governor,"BOTTOMS, SCOTT",Republican,275,7/2/25,Same Day Processing,Hudson,WI,54016,Consultant & Professional Services,Accounting
Governor,"BOTTOMS, SCOTT",Republican,1000,7/3/25,Dante,Arlington,VA,22207,Consultant & Professional Services,Digital Consulting
Governor,"BOTTOMS, SCOTT",Republican,9000,7/3/25,Marble Cake Media Llc,Oroville,WA,98844,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,11.03,7/3/25,Multitude Media,Colorado Springs,CO,80922,Consultant & Professional Services,Digital Consulting
Governor,"BOTTOMS, SCOTT",Republican,13.84,7/3/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,17.77,7/4/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,34.01,7/8/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
