committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,12.52,2025-07-01 00:00:00,Digital Ocean,New York,NY,10013,Miscellaneous,
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450.0,2025-07-01 00:00:00,Duran For Colorado,Superior,CO,80027,Other,Contribution To Committee
CREATING LEADERS PAC,Political Committee,450.0,2025-07-01 00:00:00,Valerie M Beck,Wheat Ridge,CO,80033,Contributions,
FENBERG LEADERSHIP FUND,Political Committee,49.67,2025-07-01 00:00:00,Google,Mountain View,CA,94035,Other,Email
GREEN PARTY OF COLORADO,Political Party Committee,0.84,2025-07-01 00:00:00,Paypal,San Jose,CA,95131,Bank Fees,
HOST-PAC (COLORADO RESTAURANT ASSOCIATION),Political Committee,349.47,2025-07-01 00:00:00,Heartland Payment Systems,Princeton,NJ,08542,Bank Fees,
KAREN FOR CO LEADERSHIP PAC,Political Committee,750.0,2025-07-01 00:00:00,Bridges For Colorado Treasurer,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-07-01 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LUNDEEN LEADERSHIP FUND,Political Committee,21.6,2025-07-01 00:00:00,Google,Moutain Views,CA,94043,Other,6410 ∑ Registration & Hosting
LUNDEEN LEADERSHIP FUND,Political Committee,85.75,2025-07-01 00:00:00,Sierra Restaurant,Lone Tree,CO,80124,Other,6800 ∑ Meeting Expense
MCCLUSKIE FOR COLORADO LEADERSHIP FUND,Political Committee,750.0,2025-07-01 00:00:00,Shannon Bird For Congress,Westminster,CO,80035,Contributions,
ODOPAC,Political Committee,50.0,2025-07-01 00:00:00,Anne Keke For Kids,Aurora,CO,80017,Contributions,
ODOPAC,Political Committee,30.0,2025-07-01 00:00:00,First Bank,Thornton,CO,80233,Bank Fees,
ROCKY MOUNTAIN HOME ASSOCIATION PAC (CMHA PAC FUND),Political Committee,12.0,2025-07-01 00:00:00,Pnc Bank,Pittsburg,PA,15222,Bank Fees,
STAND UP PAC,Political Committee,1000.0,2025-07-01 00:00:00,Jena For Colorado,Redacted,CO,00000,Contributions,Contribution
THE COLEMAN LEADERSHIP FUND,Political Committee,450.0,2025-07-01 00:00:00,Junie  Joseph,Boulder,CO,80305,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,1450.0,2025-07-01 00:00:00,Jeff  Bridges,Redacted By Sos,CO,99999,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,1.03,2025-07-01 00:00:00,Patreon,Pali Alto,CA,94306,Other,Subscription
THE COLEMAN LEADERSHIP FUND,Political Committee,82.96,2025-07-01 00:00:00,Actblue,Somerville,MA,02144,Bank Fees,Actblue Fees
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,-225.0,2025-07-01 00:00:00,Armagost For Hd64,Redacted By Sos,CO,99999,Returned Expenditure,Voided Check
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,-225.0,2025-07-01 00:00:00,Armagost For Hd64,Redacted By Sos,CO,99999,Returned Expenditure,Voided Check
THE NEXT 50 PAC - COLORADO,Political Committee,1450.0,2025-07-01 00:00:00,Jena For Colorado,Redacted By Sos,CO,99999,Contributions,Contribution
BUILDING OWNERS AND MANAGERS ASSOCIATION POLITICAL COMMITTEE (BOMA),Political Committee,20.0,2025-07-02 00:00:00,Denver Metro Boma,Denver,CO,80202,Bank Fees,
COLORADO BIOSCIENCE PAC,Political Committee,20.0,2025-07-02 00:00:00,Wells Fargo Bank,Denver,CO,80203,Bank Fees,
COLORADO DEMOCRATIC PARTY,Political Party Committee,22.5,2025-07-02 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,450.0,2025-07-02 00:00:00,Numero,Irvine,CA,92618,Other,Software License Fee
COLORADO HEALTH CARE ASSOCIATION PC,Political Committee,5000.0,2025-07-02 00:00:00,All Together Colorado,Denver,CO,80206,Contributions,
HOST-PAC (COLORADO RESTAURANT ASSOCIATION),Political Committee,11.25,2025-07-02 00:00:00,Authorize.Net,American Forks,UT,84003,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.12,2025-07-02 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,1000.0,2025-07-02 00:00:00,Shannon Bird For Congress,Westminister,CO,80035,Contributions,Federal Candidate
MONICA PAC,Political Committee,100.0,2025-07-02 00:00:00,Jeslin 4 Lakewood,Lakewood,CO,80226,Contributions,
MONICA PAC,Political Committee,55.54,2025-07-02 00:00:00,Stylus And Crate,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
PAC (POLITICAL ACTION COMMITTEE) TO THE FUTURE,Political Committee,100.0,2025-07-02 00:00:00,Val With Colorado,Wheat Ridge,CO,80033,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,344.92,2025-07-02 00:00:00,United Airlines,Chicago,IL,60606,Travel & Lodging,
ROBERTS LEADERSHIP FUND,Political Committee,670.92,2025-07-02 00:00:00,Loews Coronado Hotel,Coronado,CA,92118,Travel & Lodging,
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,15.14,2025-07-02 00:00:00,Google Suite,Mountain View,CA,94043,Office Equipment & Supplies,
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,-0.96,2024-07-03 00:00:00,Bank Transfer - Us Bank Accounts,Parker,CO,80134,Bank Fees,Offset Due To Update Of Filed Item - Debit Card Processing Fee/Canada
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,0.96,2024-07-03 00:00:00,Us Bank,Parker,CO,80134,Bank Fees,Debit Card Processing Fee/Canada
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,2.0,2025-07-03 00:00:00,Meta,Menlo Park,CA,94025,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,20.85,2025-07-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,53.83,2025-07-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,0.28,2025-07-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,1223.58,2025-07-03 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,2672.29,2025-07-03 00:00:00,Chris P Rork,Denver,CO,80222,Employee Services,Salary
KAREN FOR CO LEADERSHIP PAC,Political Committee,200.0,2025-07-03 00:00:00,Susie For Longmont,Longmont,CO,80503,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,225.0,2025-07-03 00:00:00,Jonathan M Jacobs,Philadelphia,PA,19151,Consultant & Professional Services,Parliamentary Consultant
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,49.95,2025-07-03 00:00:00,Merch Bnkcd Sd Fee,Thousand Oaks,CA,91361,Bank Fees,Bank Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.81,2025-07-03 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,138.1,2025-07-03 00:00:00,Vistaprint,Waltham,MA,02451,Office Equipment & Supplies,Postcard - Call To Convention
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,130.68,2025-07-03 00:00:00,Vistaprint,Waltham,MA,02451,Office Equipment & Supplies,Postcard - Call To Convention
MONICA PAC,Political Committee,12.0,2025-07-03 00:00:00,,,,,Bank Fees,
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,4100.0,2025-07-03 00:00:00,Kaci Cole For D51 School Board,Grand Junction,CO,81504,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400.0,2025-07-03 00:00:00,Amy Klein Molk Political Campaign,Denver,CO,80220,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400.0,2025-07-03 00:00:00,Dj For Denver,Denver,CO,80224,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1500.0,2025-07-03 00:00:00,Spain For Psd Board,Wellington,CO,80549,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1500.0,2025-07-03 00:00:00,Coronda Ziegler For Psd School Board,Fort Collins,CO,80521,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1500.0,2025-07-03 00:00:00,Karla For Poudre School District Board Of District,Fort Collins,CO,80524,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400.0,2025-07-03 00:00:00,Charles 4 D11,Colorado Springs,CO,80910,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400.0,2025-07-03 00:00:00,Elect Michael Carsten,Redacted By Sos,CO,99999,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400.0,2025-07-03 00:00:00,Leann 4 D11,Colorado Springs,CO,80903,Other,In-Kind Of Voter File Access
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,3.0,2025-07-04 00:00:00,Meta,Menlo Park,CA,94025,Miscellaneous,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,122.25,2025-07-04 00:00:00,Denver Post,Denver,CO,80202,Advertising,Notice To Convention
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,4.0,2025-07-05 00:00:00,Meta,Menlo Park,CA,94025,Miscellaneous,
KAREN FOR CO LEADERSHIP PAC,Political Committee,32.59,2025-07-05 00:00:00,Act Blue Non Federal,Somerville,MA,02144,Bank Fees,Act Blue Fees
KAREN FOR CO LEADERSHIP PAC,Political Committee,100.0,2025-07-05 00:00:00,Popkin For Longmont,Longmont,CO,80501,Contributions,
MCCLUSKIE FOR COLORADO LEADERSHIP FUND,Political Committee,450.0,2025-07-05 00:00:00,Jillaire For Hd19,Redacted By Sos,CO,99999,Contributions,
ADAMS EDUCATORS FOR PUBLIC EDUCATION,Small Donor Committee,77.89,2025-07-06 00:00:00,,,,,Other,Intuit
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,5.0,2025-07-06 00:00:00,Meta,Menlo Park,CA,94025,Miscellaneous,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,6.73,2025-07-06 00:00:00,Act Blue,Somerville,MA,02144,Fundraising Expenses,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,6.0,2025-07-07 00:00:00,Meta,Menlo Park,CA,94025,Miscellaneous,
"COLORADO CHIROPRACTIC PAC (CCA, CC-PAC)",Political Committee,9.33,2025-07-07 00:00:00,8Am Affinipay,Austin,TX,78746,Bank Fees,
COLORADO DEMOCRATIC PARTY,Political Party Committee,75.71,2025-07-07 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software Subscription
COLORADO DEMOCRATIC PARTY,Political Party Committee,130.44,2025-07-07 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software Subscription
COLORADO FORWARD PARTY COMMITTEE,Political Party Committee,61.8,2025-07-07 00:00:00,Meta Corporation,Menlo Park,CA,94025,Advertising,Meta Party Advertising
CONSTITUTIONAL CONSERVATIVE PAC,Political Committee,192.6,2025-07-07 00:00:00,Sws Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Woog For House District 19,Frederick,CO,80530,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Woog For House District 19,Frederick,CO,80530,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Committee To Elect Amy Paschal,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Gretchen For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Feret Forward,Arvada,CO,80003,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Matt Ball For Colorado,Denver,CO,80203,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Max Brooks For Colorado Committee,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Elect Jarvis Caldwell,Colorado Springs,CO,80908,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Committee To Elect Rod Pelton,Cheyenne Wells,CO,80810,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Brandi Bradley For Colorado House District 39,Littleton,CO,80125,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,William For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,William For Colorado,Redacted By Sos,CO,99999,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Weinberg For Colorado,Loveland,CO,80538,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Weinberg For Colorado,Loveland,CO,80538,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Gilchrist For Colorado Leadership Pac,Redacted By Sos,CO,99999,Contributions,2025 Contribution
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Exum Leadership Fund,Redacted By Sos,CO,99999,Contributions,2025 Contribution
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Committee To Elect Katie Stewart,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Cecelia4Colorado,Denver,CO,80212,Contributions,Primary 2206
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Camacho For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Lori Garcia Sander For Hd 65,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Kyle For Colorado,Louisville,CO,80027,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Kyle For Colorado,Louisville,CO,80027,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Bob 4 Colorado,Highlands Ranch,CO,80126,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Rebekah Stewart For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Rebekah Stewart For Colorado,Redacted By Sos,CO,99999,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225.0,2025-07-07 00:00:00,Committee To Elect Keltie,Redacted By Sos,CO,99999,Contributions,Primary 2026
INVESTHER,Political Committee,26.5,2025-07-07 00:00:00,Squarespace Inc.,New York,NY,10014,Other,Website & Email Hosting
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,2025-07-07 00:00:00,Anedot,New Orleans,LA,70112,Bank Fees,Credit Cards Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.06,2025-07-07 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
EDIE HOOTON LEADERSHIP FUND,Political Committee,425.0,2025-07-08 00:00:00,Cutter For Jeffco,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.74,2025-07-08 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,7.0,2025-07-09 00:00:00,Meta,Menlo Park,CA,94025,Miscellaneous,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.9,2025-07-09 00:00:00,Anedot,New Orleans,LA,70112,Bank Fees,Credit Cards Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,12.7,2025-07-09 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MANNY RUTINEL LEADERSHIP FUND,Political Committee,15.0,2025-07-09 00:00:00,State Of Colorado,Denver,CO,80203,Other,Capitol Gym
SONYA FOR DEMS (DEMOCRATS),Political Committee,800.0,2025-07-09 00:00:00,Colorado Pride Alliance,Aurora,CO,80010,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,28.64,2025-07-09 00:00:00,Actblue,Somerville,MA,02144,Bank Fees,
THE COLEMAN LEADERSHIP FUND,Political Committee,0.99,2025-07-09 00:00:00,Actblue,Somerville,MA,02144,Bank Fees,
THE COLEMAN LEADERSHIP FUND,Political Committee,64.2,2025-07-09 00:00:00,King Soopers,Denver,CO,80218,"Food, Beverages and Meals",
BLUE LINE ADVOCATES PAC,Political Committee,300.0,2025-07-10 00:00:00,Sarah B Jack & Associates,Colorado Springs,CO,80906,Consultant & Professional Services,
COLORADO COMMITTEE OF AUTO RETAILERS (COLO C.A.R.),Political Committee,1000.0,2025-07-10 00:00:00,Colorado Chamber 527 Political Organization,Denver,CO,80290,Contributions,
COLORADO DENTAL PAC (CODPAC),Political Committee,3500.0,2025-07-10 00:00:00,,,,,Other,Cancelled Membership Payments And Refunds To Members
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Committee To Elect Barbara Kirkmeyer To State Senate,Brighton,CO,80603,Contributions,2028 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Dusty For Colorado,Redacted By Sos,CO,99999,Contributions,2026 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Gonzalez For 50,Greeley,CO,80634,Contributions,2026 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Hartsook For House,Redacted By Sos,CO,99999,Contributions,2026 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Carson For State Senate,Highlands Ranch,CO,80130-9998,Contributions,2026 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Katie For Colorado,Redacted By Sos,CO,99999,Contributions,2026 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Lieder For Colorado,Redacted By Sos,CO,99999,Contributions,2026 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Lori Garcia Sander For Hd 65,Redacted By Sos,CO,99999,Contributions,2026 Primary & General
GLAXOSMITHKLINE LLC PAC (GSK PAC),Political Committee,450.0,2025-07-10 00:00:00,Matt Ball For Colorado,Denver,CO,80203,Contributions,2026 Primary & General
HOOD LEADERSHIP PAC,Political Committee,125.0,2025-07-10 00:00:00,Douglas County Democratic Party,Highlands Ranch,CO,80130,Contributions,Ticket Purchase
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,6.2,2025-07-10 00:00:00,Anedot,New Orleans,LA,70112,Bank Fees,Credit Cards Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,30.45,2025-07-10 00:00:00,Fdms,Greenwood Village,CO,80111,Bank Fees,Service Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,30.0,2025-07-10 00:00:00,The Denver Gazette,Denver,CO,80202,Advertising,
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,2167.0,2025-07-10 00:00:00,Tina For Jeffco Schools,Redacted By Sos,CO,99999,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,2167.0,2025-07-10 00:00:00,Peter For Jeffco Schools,Redacted By Sos,CO,99999,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,500.0,2025-07-10 00:00:00,Friends Of Maria D. Zubia,Commerce City,CO,80022,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,500.0,2025-07-10 00:00:00,Janet Estrada For Adams 14,Commerce City,CO,80022,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,2000.0,2025-07-10 00:00:00,Dj For Denver,Denver,CO,80224,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,2000.0,2025-07-10 00:00:00,Amy Klein Molk Political Campaign,Denver,CO,80220,Contributions,Candidate Contribution
ATMOS ENERGY CORPORATION PAC,Political Committee,5000.0,2025-07-11 00:00:00,Senate Majority Fund,Denver,CO,80205,Contributions,Contribution To 527 Political Committee
BLUE LINE ADVOCATES SDC,Small Donor Committee,7500.0,2025-07-11 00:00:00,Friends To Elect Joe Roybal,Redacted By Sos,CO,80000,Contributions,Campaign Contribtuion
CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),Political Committee,-450.0,2025-07-11 00:00:00,Committee To Elect Marc Snyder,Manitou Springs,CO,80829,Returned Expenditure,Voided: Original Check Dated 09/30/24
CATLIN PAC,Political Committee,400.0,2025-07-11 00:00:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
COLIN PAC,Political Committee,200.0,2025-07-11 00:00:00,Mark Baisley For Colorado,Woodland Park,CO,80863,Contributions,
COLORADO CREDIT UNION POLITICAL ACTION COMMITTEE,Political Committee,450.0,2025-07-11 00:00:00,Gena Ozols For Hd3,Redacted By Sos,CO,99999,Contributions,
COLORADO DEMOCRATIC PARTY,Political Party Committee,200.85,2025-07-11 00:00:00,Rebecca A Bean,Thornton,CO,80229,Other,"Reimbursement For Parking, Meals"
COLORADO DEMOCRATIC PARTY,Political Party Committee,516.59,2025-07-11 00:00:00,Jared  Bynum,Aurora,CO,80012,"Food, Beverages and Meals","Reimbursement For Catering, Serving Ware"
COLORADO DEMOCRATIC PARTY,Political Party Committee,27.86,2025-07-11 00:00:00,Mailchimp,Atlanta,GA,30308,Other,Subscription Fee
COLORADO INTELLECTUAL AND DEVELOPMENTAL DISABILITY ALLIANCE,Political Committee,5.0,2025-07-11 00:00:00,Joshua J Rael,Denver,CO,80205,Other,Sos Trademark Fee
COLORADO MEDICAL SOCIETY SMALL DONOR COMMITTEE,Small Donor Committee,81.96,2025-07-11 00:00:00,Wells Fargo Bank,Portland,OR,97228,Bank Fees,
DOCTORS COMPANY COLORADO PAC (COLORADO DOCPAC),Political Committee,77.32,2025-07-11 00:00:00,Wells Fargo,Santa Rosa,CA,95401,Bank Fees,Monthly Bank Fee
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,108.27,2025-07-11 00:00:00,,,,,Bank Fees,July Bank Fees
LESLEY FOR COLORADO DATA FIRST FUND,Political Committee,225.0,2025-07-11 00:00:00,Ilana  Spiegel,Redacted By Sos,CO,99999,Contributions,
LESLEY FOR COLORADO DATA FIRST FUND,Political Committee,225.0,2025-07-11 00:00:00,Jillaire  Mcmillan,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-07-11 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
WILEY WILL PAC,Political Committee,400.0,2025-07-11 00:00:00,Strategic Compliance,Denver,CO,80205,Consultant & Professional Services,
CREATING LEADERS PAC,Political Committee,250.0,2025-07-12 00:00:00,Joan  Anderssen,Centennial,CO,80121,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,64.95,2025-07-12 00:00:00,Clover App,Sunnyvale,CA,94085,Bank Fees,Service Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.0,2025-07-12 00:00:00,Mail Chimp,Atlanta,GA,30308,Advertising,
WEISSMAN LEADERSHIP FUND,Political Committee,-450.0,2025-07-12 00:00:00,Vote Vivian,Durango,CO,81301,Returned Expenditure,This Contribution Made Last Cycle Was Never Deposited By The Recipient Committee.
COLORADO FARM BUREAU POLITICAL COMMITTEE,Political Committee,1.3,2025-07-13 00:00:00,Anedot Inc.,New Orleans,LA,70112,Other,Transaction Fee
