committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
COLORADO COMMITTEE OF AUTO RETAILERS (COLO C.A.R.),Political Committee,3,6/30/25,,,,,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,401.45,6/30/25,Actblue,Cambridge,MA,02238,Fundraising Expenses,June Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,2,6/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,8,6/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,2,6/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DENTAL HYGIENISTS PAC,Political Committee,15,6/30/25,Jpmorgan Chase Bank,Columbus,OH,43218-2051,Bank Fees,
COLORADO DENTAL PAC (CODPAC),Political Committee,-450,6/30/25,Bird For Colorado,Redacted By Sos,CO,99999,Returned Expenditure,Check Was Voided
COLORADO DENTAL SMALL DONOR COMMITTEE,Small Donor Committee,-5000,6/30/25,Bird For Colorado,Redacted By Sos,CO,99999,Returned Expenditure,Check Voided
COLORADO LEAGUE OF CHARTER SCHOOLS ACTION SMALL DONOR COMMITTEE (CLCS ACTION SDC),Small Donor Committee,12,6/30/25,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
COLORADO PSYCHOLOGICAL ASSOCIATION,Political Committee,25,6/30/25,Keybank National Association,Greenwood Village,CO,80111,Bank Fees,
COLORADO SKI COUNTRY USA PAC,Political Committee,5,6/30/25,,,,,Bank Fees,Bank Service Charge
COLORADO STATE REPRESENTATIVE DISTRICT 30 REPUBLICAN CENTRAL COMMITTEE,Political Party Committee,20.51,6/30/25,Anedot,New Orleans,LA,70112,Bank Fees,"Fee For Anedot, Which Is Our On-Line Electronic Payment System To Receive"
COLORADO STRONG SMALL DONOR COMMITTEE,Small Donor Committee,2,6/30/25,First Bank,Brighton,CO,80601,Bank Fees,
CONSERVATION COLORADO ACTION FUND (CCVAF),Political Committee,78.24,6/30/25,Act Blue,,CO,,Bank Fees,Act Blue Processing Fees
CONSTITUTIONAL CONSERVATIVE PAC,Political Committee,2,6/30/25,First Bank,Brighton,CO,80601,Bank Fees,
COPIC SMALL DONOR COMMITTEE,Small Donor Committee,-4400,6/30/25,Bird For Colorado,Redacted By Sos,CO,99999,Returned Expenditure,Candidate No Longer Running For State Office
CUTTER FOR COLORADO LEADERSHIP FUND,Political Committee,722.96,6/30/25,Southwest,Dallas,TX,75235,Travel & Lodging,
EMILY'S LIST COLORADO SMALL DONOR COMMITTEE,Small Donor Committee,90.88,6/30/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
EQUAL ACCESS FOR COLORADO AUTISM PATIENTS,Political Committee,22,6/30/25,First Bank,Lakewood,CO,80215,Bank Fees,
FAMILIES FOR RESPONSIBLE GOVERNMENT,Political Committee,2,6/30/25,Firstbank,Brighton,CO,80601,Bank Fees,
FENBERG LEADERSHIP FUND,Political Committee,9,6/30/25,First Bank,Lakewood,CO,80225,Bank Fees,
FIELDS FOR COLORADO LEADERSHIP FUND,Political Committee,0.6,6/30/25,Actblue,Somerville,CO,02144,Fundraising Expenses,
FRIENDS OF JUNIE JOSEPH LEADERSHIP FUND,Political Committee,101.31,6/30/25,Actblue,Sommerville,MA,02144-3132,Bank Fees,Actblue Charges 4/1/2025 - 6/30/2025
GREENCO PC,Political Committee,5,6/30/25,Firstbank,Glendale,CO,80246,Bank Fees,
GRISWOLD LEADERSHIP PAC,Political Committee,1.98,6/30/25,Actblue,West Somerville,MA,02144-0031,Fundraising Expenses,
HARTSOOK LEADERSHIP PAC,Political Committee,2,6/30/25,First Bank,Brighton,CO,80601,Bank Fees,
HOME CARE PAC,Political Committee,3,6/30/25,Keybank,Cleveland,OH,44101,Bank Fees,
HOOD LEADERSHIP PAC,Political Committee,85.92,6/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue  Fees For 10/26-6/30/25
JAVIER'S ECONOMIC JUSTICE FUND,Political Committee,450,6/30/25,Seligman For Ag,Redacted By Sos,CO,99999,Contributions,
JESSIE DANIELSON GRASSROOTS FUND,Small Donor Committee,15,6/30/25,Chase Bank,Wheat Ridge,CO,80033,Bank Fees,
JESSIE DANIELSON PAC,Political Committee,15,6/30/25,Chase Bank,Wheat Ridge,CO,80033,Bank Fees,
LABORER'S LOCAL 720 SMALL DONOR COMMITTEE,Small Donor Committee,1500,6/30/25,Jena For Colorado,Redacted By Sos,CO,99999,Contributions,
LESLEY FOR COLORADO DATA FIRST FUND,Political Committee,38.52,6/30/25,Actblue,Somerville,MA,02144,Fundraising Expenses,Fundraising Expenses 6/10/25-6/30/25
LESLEY FOR COLORADO DATA FIRST FUND,Political Committee,225,6/30/25,Ilana  Spiegel,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,80.25,6/30/25,Horse And Frog,Holyoke,CO,80734,"Food, Beverages and Meals",Convention Meal
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,186.89,6/30/25,Jonathan M Jacobs,Philadelphia,PA,19151,Consultant & Professional Services,Parliamentary Consultant
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.62,6/30/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MAKE GREAT CHOICES PAC,Political Committee,29.68,6/30/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
MANNY RUTINEL LEADERSHIP FUND,Political Committee,145.58,6/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fees
MESA VALLEY EDUCATION ASSOCIATION SDC,Small Donor Committee,5000,6/30/25,Kaci Cole For D51 School Board,Grand Junction,CO,81504,Contributions,Contribution To The Candidate
MONICA PAC,Political Committee,2,6/30/25,,,,,Bank Fees,
NAIOP COLORADO PAC,Political Committee,15,6/30/25,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
NAIOP COLORADO SMALL DONOR COMMITTEE,Small Donor Committee,15,6/30/25,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
NURSES FOR POLITCAL ACTION IN COLORADO (N-PAC),Political Committee,10,6/30/25,Umb Bank,Denver,CO,80218,Bank Fees,
ODOPAC,Political Committee,2,6/30/25,First Bank,Thornton,CO,80233,Bank Fees,
ORALE FUND,Political Committee,2,6/30/25,Firstbank,Denver,CO,80203,Bank Fees,
PAC (POLITICAL ACTION COMMITTEE) TO THE FUTURE,Political Committee,2,6/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,500,6/30/25,H Withers Campaign,Colorado Springs,CO,80922-1616,Contributions,
PROGRESSIVE VALUES SDC,Small Donor Committee,196.63,6/30/25,Actblue,Cambridge,MA,02138,Fundraising Expenses,"Actblue Fees Paid But Not Unaccounted For  In Prior Years:
$73.63 In 2018
$61.92 In 2019
$4.74 In 2020
$0.36 In 2021
$18.98 In 2022"
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,25,6/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fee
REBEKAH STEWART FOR COLORADO,Political Committee,3.29,6/30/25,Actblue,Somerville,MA,02144,Bank Fees,Actblue Fees
REBEKAH STEWART FOR COLORADO,Political Committee,50,6/30/25,Bird For Colorado,Redacted By Sos,CO,99999,Contributions,
SHEILA FOR COLORADO LEADERSHIP FUND,Political Committee,2,6/30/25,First Bank,Lakewood,CO,80232,Bank Fees,Fee For Debit Card
SNYDER FOR COLORADO LEADERSHIP FUND,Political Committee,2,6/30/25,First Bank,Lakewood,CO,80215,Bank Fees,
STRENGTHENING OPPORTUNITIES FOR COLORADANS (SOCO) PAC,Political Committee,800,6/30/25,Bridges For Colorado Treasurer,Redacted By Sos,CO,99999,Contributions,
SULLY'S ACTION FUND,Small Donor Committee,35.68,6/30/25,Act Blue,Somerville,MA,02138,Fundraising Expenses,Act Blue Expenses From 04/01/2025 Through 06/30/2025
SULLY'S LEADERSHIP FUND,Political Committee,8.35,6/30/25,Act Blue,Somerville,MA,02144,Fundraising Expenses,
TAKE COLO BACK POLITICAL COMM,Political Committee,2,6/30/25,First Bank,Brighton,CO,80601,Bank Fees,
THE COLEMAN LEADERSHIP FUND,Political Committee,4,6/30/25,1St Bank,Denver,CO,80249,Bank Fees,
VOICES FOR CHOICE SMALL DONOR COMMITTEE,Small Donor Committee,2,6/30/25,,,,,Bank Fees,Bank Fees
WARRIOR PAC,Political Committee,133.43,6/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
WOMEN'S ACTION MAJORITY,Political Committee,-25,6/30/25,Colorado Democratic Party,Denver,CO,80203,Returned Expenditure,Never Cashed
WOOG PAC,Political Committee,2,6/30/25,First Bank North,Arvada,CO,80006,Bank Fees,
YARA LEADERSHIP FUND,Political Committee,2.2,6/30/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
ZENPAC,Political Committee,50,6/30/25,Brianna For Treasurer,Redacted By Sos,CO,99999,Contributions,
ZENPAC,Political Committee,50,6/30/25,Citizens To Elect Jerry Ditullio,Denver,CO,80212,Contributions,
ZENPAC,Political Committee,25,6/30/25,John Alge,Thornton,CO,80229,Contributions,
ZENPAC,Political Committee,100,6/30/25,Alexis For Colorado,Redacted By Sos,CO,99999,Contributions,
ZENPAC,Political Committee,1450,6/30/25,Bridges For Colorado Treasurer,Redacted By Sos,CO,99999,Contributions,
BOULDER VALLEY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE,Small Donor Committee,6200,7/1/25,,,,,Other,Contribution To William For Colorado Campaign
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,12.52,7/1/25,Digital Ocean,New York,NY,10013,Miscellaneous,
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,7/1/25,Duran For Colorado,Superior,CO,80027,Other,Contribution To Committee
CREATING LEADERS PAC,Political Committee,450,7/1/25,Valerie M Beck,Wheat Ridge,CO,80033,Contributions,
FENBERG LEADERSHIP FUND,Political Committee,49.67,7/1/25,Google,Mountain View,CA,94035,Other,Email
GREEN PARTY OF COLORADO,Political Party Committee,0.84,7/1/25,Paypal,San Jose,CA,95131,Bank Fees,
HOST-PAC (COLORADO RESTAURANT ASSOCIATION),Political Committee,349.47,7/1/25,Heartland Payment Systems,Princeton,NJ,08542,Bank Fees,
KAREN FOR CO LEADERSHIP PAC,Political Committee,750,7/1/25,Bridges For Colorado Treasurer,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,7/1/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LUNDEEN LEADERSHIP FUND,Political Committee,21.6,7/1/25,Google,Moutain Views,CA,94043,Other,6410 ∑ Registration & Hosting
LUNDEEN LEADERSHIP FUND,Political Committee,85.75,7/1/25,Sierra Restaurant,Lone Tree,CO,80124,Other,6800 ∑ Meeting Expense
MCCLUSKIE FOR COLORADO LEADERSHIP FUND,Political Committee,750,7/1/25,Shannon Bird For Congress,Westminster,CO,80035,Contributions,
ODOPAC,Political Committee,50,7/1/25,Anne Keke For Kids,Aurora,CO,80017,Contributions,
ODOPAC,Political Committee,30,7/1/25,First Bank,Thornton,CO,80233,Bank Fees,
ROCKY MOUNTAIN HOME ASSOCIATION PAC (CMHA PAC FUND),Political Committee,12,7/1/25,Pnc Bank,Pittsburg,PA,15222,Bank Fees,
STAND UP PAC,Political Committee,1000,7/1/25,Jena For Colorado,Redacted,CO,00000,Contributions,Contribution
THE COLEMAN LEADERSHIP FUND,Political Committee,450,7/1/25,Junie  Joseph,Boulder,CO,80305,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,1450,7/1/25,Jeff  Bridges,Redacted By Sos,CO,99999,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,1.03,7/1/25,Patreon,Pali Alto,CA,94306,Other,Subscription
THE COLEMAN LEADERSHIP FUND,Political Committee,82.96,7/1/25,Actblue,Somerville,MA,02144,Bank Fees,Actblue Fees
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,-225,7/1/25,Armagost For Hd64,Redacted By Sos,CO,99999,Returned Expenditure,Voided Check
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,-225,7/1/25,Armagost For Hd64,Redacted By Sos,CO,99999,Returned Expenditure,Voided Check
THE NEXT 50 PAC - COLORADO,Political Committee,1450,7/1/25,Jena For Colorado,Redacted By Sos,CO,99999,Contributions,Contribution
BUILDING OWNERS AND MANAGERS ASSOCIATION POLITICAL COMMITTEE (BOMA),Political Committee,20,7/2/25,Denver Metro Boma,Denver,CO,80202,Bank Fees,
COLORADO BIOSCIENCE PAC,Political Committee,20,7/2/25,Wells Fargo Bank,Denver,CO,80203,Bank Fees,
COLORADO DEMOCRATIC PARTY,Political Party Committee,22.5,7/2/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,450,7/2/25,Numero,Irvine,CA,92618,Other,Software License Fee
COLORADO HEALTH CARE ASSOCIATION PC,Political Committee,5000,7/2/25,All Together Colorado,Denver,CO,80206,Contributions,
HOST-PAC (COLORADO RESTAURANT ASSOCIATION),Political Committee,11.25,7/2/25,Authorize.Net,American Forks,UT,84003,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.12,7/2/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,1000,7/2/25,Shannon Bird For Congress,Westminister,CO,80035,Contributions,Federal Candidate
MONICA PAC,Political Committee,100,7/2/25,Jeslin 4 Lakewood,Lakewood,CO,80226,Contributions,
MONICA PAC,Political Committee,55.54,7/2/25,Stylus And Crate,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
PAC (POLITICAL ACTION COMMITTEE) TO THE FUTURE,Political Committee,100,7/2/25,Val With Colorado,Wheat Ridge,CO,80033,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,344.92,7/2/25,United Airlines,Chicago,IL,60606,Travel & Lodging,
ROBERTS LEADERSHIP FUND,Political Committee,670.92,7/2/25,Loews Coronado Hotel,Coronado,CA,92118,Travel & Lodging,
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,15.14,7/2/25,Google Suite,Mountain View,CA,94043,Office Equipment & Supplies,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,2,7/3/25,Meta,Menlo Park,CA,94025,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,20.85,7/3/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,53.83,7/3/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,0.28,7/3/25,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,1223.58,7/3/25,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,2672.29,7/3/25,Chris P Rork,Denver,CO,80222,Employee Services,Salary
KAREN FOR CO LEADERSHIP PAC,Political Committee,200,7/3/25,Susie For Longmont,Longmont,CO,80503,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,225,7/3/25,Jonathan M Jacobs,Philadelphia,PA,19151,Consultant & Professional Services,Parliamentary Consultant
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,49.95,7/3/25,Merch Bnkcd Sd Fee,Thousand Oaks,CA,91361,Bank Fees,Bank Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.81,7/3/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,138.1,7/3/25,Vistaprint,Waltham,MA,02451,Office Equipment & Supplies,Postcard - Call To Convention
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,130.68,7/3/25,Vistaprint,Waltham,MA,02451,Office Equipment & Supplies,Postcard - Call To Convention
MONICA PAC,Political Committee,12,7/3/25,,,,,Bank Fees,
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,4100,7/3/25,Kaci Cole For D51 School Board,Grand Junction,CO,81504,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400,7/3/25,Amy Klein Molk Political Campaign,Denver,CO,80220,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400,7/3/25,Dj For Denver,Denver,CO,80224,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1500,7/3/25,Spain For Psd Board,Wellington,CO,80549,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1500,7/3/25,Coronda Ziegler For Psd School Board,Fort Collins,CO,80521,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1500,7/3/25,Karla For Poudre School District Board Of District,Fort Collins,CO,80524,Contributions,Candidate Contribution
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400,7/3/25,Charles 4 D11,Colorado Springs,CO,80910,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400,7/3/25,Elect Michael Carsten,Redacted By Sos,CO,99999,Other,In-Kind Of Voter File Access
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,400,7/3/25,Leann 4 D11,Colorado Springs,CO,80903,Other,In-Kind Of Voter File Access
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,3,7/4/25,Meta,Menlo Park,CA,94025,Miscellaneous,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,122.25,7/4/25,Denver Post,Denver,CO,80202,Advertising,Notice To Convention
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,4,7/5/25,Meta,Menlo Park,CA,94025,Miscellaneous,
KAREN FOR CO LEADERSHIP PAC,Political Committee,32.59,7/5/25,Act Blue Non Federal,Somerville,MA,02144,Bank Fees,Act Blue Fees
KAREN FOR CO LEADERSHIP PAC,Political Committee,100,7/5/25,Popkin For Longmont,Longmont,CO,80501,Contributions,
MCCLUSKIE FOR COLORADO LEADERSHIP FUND,Political Committee,450,7/5/25,Jillaire For Hd19,Redacted By Sos,CO,99999,Contributions,
ADAMS EDUCATORS FOR PUBLIC EDUCATION,Small Donor Committee,77.89,7/6/25,,,,,Other,Intuit
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,5,7/6/25,Meta,Menlo Park,CA,94025,Miscellaneous,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,6.73,7/6/25,Act Blue,Somerville,MA,02144,Fundraising Expenses,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,6,7/7/25,Meta,Menlo Park,CA,94025,Miscellaneous,
"COLORADO CHIROPRACTIC PAC (CCA, CC-PAC)",Political Committee,9.33,7/7/25,8Am Affinipay,Austin,TX,78746,Bank Fees,
COLORADO DEMOCRATIC PARTY,Political Party Committee,75.71,7/7/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software Subscription
COLORADO DEMOCRATIC PARTY,Political Party Committee,130.44,7/7/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software Subscription
COLORADO FORWARD PARTY COMMITTEE,Political Party Committee,61.8,7/7/25,Meta Corporation,Menlo Park,CA,94025,Advertising,Meta Party Advertising
CONSTITUTIONAL CONSERVATIVE PAC,Political Committee,192.6,7/7/25,Sws Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Woog For House District 19,Frederick,CO,80530,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Woog For House District 19,Frederick,CO,80530,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Committee To Elect Amy Paschal,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Gretchen For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Feret Forward,Arvada,CO,80003,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Matt Ball For Colorado,Denver,CO,80203,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Max Brooks For Colorado Committee,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Elect Jarvis Caldwell,Colorado Springs,CO,80908,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Committee To Elect Rod Pelton,Cheyenne Wells,CO,80810,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Brandi Bradley For Colorado House District 39,Littleton,CO,80125,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,William For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,William For Colorado,Redacted By Sos,CO,99999,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Weinberg For Colorado,Loveland,CO,80538,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Weinberg For Colorado,Loveland,CO,80538,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Gilchrist For Colorado Leadership Pac,Redacted By Sos,CO,99999,Contributions,2025 Contribution
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Exum Leadership Fund,Redacted By Sos,CO,99999,Contributions,2025 Contribution
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Committee To Elect Katie Stewart,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Cecelia4Colorado,Denver,CO,80212,Contributions,Primary 2206
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Camacho For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Lori Garcia Sander For Hd 65,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Kyle For Colorado,Louisville,CO,80027,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Kyle For Colorado,Louisville,CO,80027,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Bob 4 Colorado,Highlands Ranch,CO,80126,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Rebekah Stewart For Colorado,Redacted By Sos,CO,99999,Contributions,Primary 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Rebekah Stewart For Colorado,Redacted By Sos,CO,99999,Contributions,General 2026
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,7/7/25,Committee To Elect Keltie,Redacted By Sos,CO,99999,Contributions,Primary 2026
INVESTHER,Political Committee,26.5,7/7/25,Squarespace Inc.,New York,NY,10014,Other,Website & Email Hosting
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,7/7/25,Anedot,New Orleans,LA,70112,Bank Fees,Credit Cards Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.06,7/7/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
EDIE HOOTON LEADERSHIP FUND,Political Committee,425,7/8/25,Cutter For Jeffco,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.74,7/8/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,7,7/9/25,Meta,Menlo Park,CA,94025,Miscellaneous,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.9,7/9/25,Anedot,New Orleans,LA,70112,Bank Fees,Credit Cards Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,12.7,7/9/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MANNY RUTINEL LEADERSHIP FUND,Political Committee,15,7/9/25,State Of Colorado,Denver,CO,80203,Other,Capitol Gym
SONYA FOR DEMS (DEMOCRATS),Political Committee,800,7/9/25,Colorado Pride Alliance,Aurora,CO,80010,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,28.64,7/9/25,Actblue,Somerville,MA,02144,Bank Fees,
THE COLEMAN LEADERSHIP FUND,Political Committee,0.99,7/9/25,Actblue,Somerville,MA,02144,Bank Fees,
THE COLEMAN LEADERSHIP FUND,Political Committee,64.2,7/9/25,King Soopers,Denver,CO,80218,"Food, Beverages and Meals",
BLUE LINE ADVOCATES PAC,Political Committee,300,7/10/25,Sarah B Jack & Associates,Colorado Springs,CO,80906,Consultant & Professional Services,
