District,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 03,Dana Charles,Republican,-3.82,6/16/25,Anedot,New Orleans,LA,70117,Other,Offset Due To Update Of Filed Item - 7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,8.3,6/16/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,1.3,6/30/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,2.35,7/1/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,192.74,7/7/25,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 03,Dana Charles,Republican,320,7/9/25,Greater Pueblo Chamber Of Commerce,Pueblo,CO,81003,Other,5120 ∑ Event Space Rental
Senate District 03,Dana Charles,Republican,523.76,7/16/25,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
Senate District 03,Dana Charles,Republican,250,7/21/25,Hart Digital Media,Pueblo,CO,81003,Other,6640 ∑ Design & Layout
Senate District 03,Dana Charles,Republican,200,7/25/25,Greater Pueblo Chamber Of Commerce,Pueblo,CO,81003,Other,5120 ∑ Event Space Rental
Senate District 03,Dana Charles,Republican,250,8/4/25,Staci  Patterson,Colorado Springs,CO,80908,Other,7410 ∑ General Consultants
Senate District 03,Dana Charles,Republican,18.3,8/7/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,156.15,8/7/25,Big Bear Wine & Liquor,Pueblo West,CO,81007,Other,5140 ∑ Event Food & Beverage
Senate District 03,Dana Charles,Republican,18,8/7/25,Dollar Tree,Pueblo,CO,81007,Other,5190 ∑ Other Event Expense
Senate District 03,Dana Charles,Republican,9,8/7/25,,,,,Other,5190 ∑ Other Event Expense
Senate District 03,Dana Charles,Republican,164.42,8/7/25,Walmart,Pueblo West,CO,81007,Other,5140 ∑ Event Food & Beverage
Senate District 03,Dana Charles,Republican,9.3,8/8/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,74.9,8/18/25,Big R,Pueblo West,CO,81007,Other,7230 ∑ Decorations
Senate District 03,Dana Charles,Republican,174,8/18/25,Home Depot,Pueblo,CO,81008,Other,7230 ∑ Decorations
Senate District 03,Dana Charles,Republican,318.91,8/18/25,Screened Effects,Pueblo,CO,81003,Other,6631 ∑ Apparel
Senate District 03,Dana Charles,Republican,287.24,8/18/25,Vista Print,Waltham,MA,02451,Other,6623 ∑ Banners
Senate District 03,Dana Charles,Republican,63.54,8/19/25,Hobby Lobby,Pueblo,CO,81009,Other,7230 ∑ Decorations
Senate District 03,Dana Charles,Republican,413.18,8/20/25,High Res Imaging,Pueblo,CO,81003,Other,6623 ∑ Banners
Senate District 03,Dana Charles,Republican,99.36,8/20/25,Home Depot,Pueblo,CO,81008,Other,7230 ∑ Decorations
Senate District 03,Dana Charles,Republican,18.3,8/21/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,100,9/1/25,Latino Chamber Of Commerce,Pueblo,CO,81003,Other,7218 ∑ Dues And Subscriptions
Senate District 03,Dana Charles,Republican,10,9/1/25,Latino Chamber Of Commerce,Pueblo,CO,81003,Other,7218 ∑ Dues And Subscriptions
Senate District 03,Dana Charles,Republican,1.3,9/6/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,1000,9/19/25,Hart Digital Media,Pueblo,CO,81003,Other,6121 ∑ Time Buys
Senate District 03,Dana Charles,Republican,2.3,9/21/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,9.04,10/6/25,,,,,Other,7231 ∑ Refreshments & Food
Senate District 03,Dana Charles,Republican,452.62,10/9/25,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
Senate District 03,Dana Charles,Republican,9.3,10/10/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,156,10/15/25,Usps,Pueblo Wesst,CO,81007,Other,6223 ∑ Postage
Senate District 03,Dana Charles,Republican,18.3,10/21/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,72.78,10/21/25,Walmart,Pueblo West,CO,81007,Other,7231 ∑ Refreshments & Food
Senate District 03,Dana Charles,Republican,18.3,10/24/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,4.3,10/29/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,46.3,10/29/25,Savina'S Restaurant,Castle Rock,CO,80108,Other,5140 ∑ Event Food & Beverage
Senate District 03,Dana Charles,Republican,119.83,11/4/25,My Friend The Printer,Pueblo,CO,81003,Other,6612 ∑ Business Cards
Senate District 03,Dana Charles,Republican,4,11/10/25,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 03,Dana Charles,Republican,17.3,11/11/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,14.54,11/12/25,,,,,Other,6800 ∑ Meeting Expense
Senate District 03,Dana Charles,Republican,25,11/14/25,City Of Colorado Springs,Colorado Springs,CO,80906,Other,7229 ∑ Parking Expense
Senate District 03,Dana Charles,Republican,62.61,11/14/25,Mackenzie'S Chophouse Colorado Springs,Colorado Springs,CO,80903,Other,6800 ∑ Meeting Expense
Senate District 03,Dana Charles,Republican,1.3,11/21/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,27,11/24/25,Denver Public Works,Denver,CO,80202,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 03,Dana Charles,Republican,242.25,12/10/25,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 03,Dana Charles,Republican,105.45,12/10/25,Schusters Printing,Pueblo,CO,81008,Other,6611 ∑ Letterhead & Envelopes
Senate District 03,Dana Charles,Republican,9.3,12/10/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,0.9,12/19/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,1.3,12/22/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,100,12/29/25,Lara  Ross,Denver,CO,80231,Other,7410 ∑ General Consultants
Senate District 03,Dana Charles,Republican,1.3,12/30/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Dana Charles,Republican,18.3,12/31/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 03,Aaron Gutierrez,Democratic,37.66,7/9/25,My Friend The Printer,Pueblo,CO,81003,Fundraising Expenses,Remit Envelopes
Senate District 03,Aaron Gutierrez,Democratic,400,7/18/25,David  Armenta,Pueblo,CO,81003,Other,Photography
Senate District 03,Aaron Gutierrez,Democratic,84.48,7/24/25,Corazon Printing,Broomfield,CO,80020,Advertising,Campaign Banner
Senate District 03,Aaron Gutierrez,Democratic,450,7/25/25,Ritchie  Archuleta,Pueblo,CO,81003,Miscellaneous,Bartender Fee
Senate District 03,Aaron Gutierrez,Democratic,2500,8/1/25,Perry Jacobson,Annapolis,MA,21401,Consultant & Professional Services,Consulting
Senate District 03,Aaron Gutierrez,Democratic,125,8/5/25,Joe  Delao,Pueblo,CO,81005,Miscellaneous,T Shirts
Senate District 03,Aaron Gutierrez,Democratic,129.11,8/22/25,Staples Pueblo,Pueblo,CO,81008,Office Equipment & Supplies,Supplies
Senate District 03,Aaron Gutierrez,Democratic,15.69,8/29/25,Dollar Tree,Pueblo,CO,81005,Miscellaneous,Campaign Supplies
Senate District 03,Aaron Gutierrez,Democratic,2500,9/1/25,Perry Jacobson,Annapolis,MA,21401,Consultant & Professional Services,Consultation Service
Senate District 03,Aaron Gutierrez,Democratic,91.46,9/2/25,Staples Pueblo,Pueblo,CO,81008,Advertising,Business Cards
Senate District 03,Aaron Gutierrez,Democratic,18.7,9/2/25,Anthony Paper Supples,Pueblo,CO,81006,Advertising,Campaign Stickers
Senate District 03,Aaron Gutierrez,Democratic,15,9/24/25,,,,,Advertising,Canva Online App Presentations Cc Payment
Senate District 03,Aaron Gutierrez,Democratic,60.15,9/29/25,Sacred Bean,Pueblo,CO,81003,Fundraising Expenses,Coffee / Sacred Bean
Senate District 03,Aaron Gutierrez,Democratic,2525,10/2/25,Perry Jacobson,Annapolis,MA,21401,Consultant & Professional Services,Consultant
Senate District 03,Aaron Gutierrez,Democratic,15,10/24/25,,,,,Other,Online Digital Canva
Senate District 03,Aaron Gutierrez,Democratic,9.35,10/27/25,,,,,Advertising,Misc. Expense  Intro Solutions
Senate District 03,Aaron Gutierrez,Democratic,2525,11/4/25,Perry Jacobson,Annapolis,MA,21401,Consultant & Professional Services,
Senate District 03,Aaron Gutierrez,Democratic,58.61,11/17/25,Walmart4080,Pueblo,CO,81005,Fundraising Expenses,Fundraising Expenses
Senate District 03,Aaron Gutierrez,Democratic,20,11/24/25,,,,,Other,Online Canva
Senate District 03,Aaron Gutierrez,Democratic,20,12/24/25,,,,,Other,Online Canva
Senate District 03,Taylor Voss,Democratic,350,7/18/25,Tyler  Shown,Denver,CO,80223,Advertising,Campaign Announcement Video.
Senate District 03,Taylor Voss,Democratic,8.89,7/20/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,14.68,8/4/25,Staples,Pueblo,CO,81008,Advertising,Name Tag.
Senate District 03,Taylor Voss,Democratic,26.88,8/4/25,Staples,Pueblo,CO,81008,Office Equipment & Supplies,Business Cards.
Senate District 03,Taylor Voss,Democratic,80,8/4/25,Greater Pueblo Chamber Of Commerce,Pueblo,CO,81003,Other,Greater Pueblo Chamber Of Commerce Legislative Bbq Ticket.
Senate District 03,Taylor Voss,Democratic,25.18,8/5/25,Amazon,Seattle,CO,98109,Other,Thank You Cards And Envelopes.
Senate District 03,Taylor Voss,Democratic,3.95,8/12/25,Actblue Technical Services,Boston,MA,02196,Other,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,865.4,8/13/25,Colorado Democratic Party,Denver,CO,80203,Other,Colorado Democratic Party Voter File Access.
Senate District 03,Taylor Voss,Democratic,199.5,8/20/25,Print Pros Inc.,Pueblo,CO,81004,Advertising,10 Double Sided Yard Signs.
Senate District 03,Taylor Voss,Democratic,300,8/27/25,Mommy Made Creations,Pueblo,CO,81005,Advertising,20 T-Shirts.
Senate District 03,Taylor Voss,Democratic,70.3,8/28/25,Dick'S Sporting Goods,Pueblo,CO,81008,Other,Polo T-Shirt.
Senate District 03,Taylor Voss,Democratic,123.74,8/29/25,Print Pros Inc.,Pueblo,CO,81004,Advertising,3X6 Banner.
Senate District 03,Taylor Voss,Democratic,78,9/2/25,United States Postal Service,Pueblo,CO,81008,Other,Postage For Thank You Cards.
Senate District 03,Taylor Voss,Democratic,28.86,9/7/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,6.24,9/8/25,United States Postal Service,Pueblo,CO,81008,Other,Postage For Thank You Cards.
Senate District 03,Taylor Voss,Democratic,105.45,9/25/25,Schusters Printing,Pueblo,CO,81008,Office Equipment & Supplies,100 Donation Envelopes.
Senate District 03,Taylor Voss,Democratic,13.83,10/5/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,300,10/11/25,Awetonic Llc,Pueblo,CO,81001,Consultant & Professional Services,Photo And Video Services For A Campaign Event.
Senate District 03,Taylor Voss,Democratic,22.72,10/12/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,550,10/13/25,Jacob  Rivera,Pueblo,CO,81003,Consultant & Professional Services,"The Total Cost For My Website Was $1,000. Jacob Made An In-Kind Donation Of $450 To Create The Website. This Expense Is Covering The Total Cost Of His Services."
Senate District 03,Taylor Voss,Democratic,11.7,10/21/25,United States Postal Service,Pueblo,CO,81008,Office Equipment & Supplies,Postage For Thank You Cards.
Senate District 03,Taylor Voss,Democratic,15.8,10/26/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,19.75,12/7/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,71.12,12/21/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,57.29,12/28/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 03,Taylor Voss,Democratic,88.9,12/31/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Act Blue Service Fee.
Senate District 04,Teddy Collins,Republican,46.02,12/20/25,Ionos Instant Domain,Philadelphia,PA,19103,Other,6410 ∑ Registration & Hosting
Senate District 04,Teddy Collins,Republican,129.81,12/26/25,Jcp Portrait,Colorado Springs,CO,80909,Other,6300 ∑ Photography Expense
Senate District 04,Teddy Collins,Republican,3.31,12/29/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 04,Teddy Collins,Republican,35.5,12/30/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 04,Teddy Collins,Republican,2.2,12/31/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Senate District 04,Teddy Collins,Republican,89,12/31/25,Usps,Larkspur,CO,80118,Other,7218 ∑ Dues And Subscriptions
Senate District 04,Justin Kurth,Democratic,,,,,,,,
Senate District 07,Janice Rich,Republican,216.15,7/29/25,Copy Copy,Grand Junction,CO,81501,Office Equipment & Supplies,
Senate District 07,Janice Rich,Republican,3.25,9/12/25,Stripe,San Fransisco,CA,94080,Bank Fees,
Senate District 07,Janice Rich,Republican,0.89,9/12/25,Stripe,San Fransisco,CA,94080,Bank Fees,
Senate District 07,Janice Rich,Republican,216,12/10/24,Usps,Grand Junction,CO,81501,Office Equipment & Supplies,
Senate District 07,Janice Rich,Republican,146,12/30/24,Usps,Grand Junction,CO,81501,Office Equipment & Supplies,
Senate District 07,Janice Rich,Republican,700,12/30/24,Colorado Republican Caucus,Denver,CO,80209,Other,Dues
Senate District 07,Janice Rich,Republican,226,12/6/25,Usps,Grand Junction,CO,81501,Office Equipment & Supplies,
Senate District 07,Janice Rich,Republican,400,12/29/25,Monarch Solutions,Grand Junction,CO,81504,Consultant & Professional Services,
Senate District 07,Janice Rich,Republican,198,12/9/22,Us Postal Service,Grand Junction,CO,81502,Office Equipment & Supplies,
Senate District 07,Janice Rich,Republican,1627.79,12/9/22,Best Buy,Grand Junction,CO,81505,Office Equipment & Supplies,
Senate District 07,Janice Rich,Republican,500,12/9/22,Colorado Republican Committee,Greenwood Village,CO,80111,Other,Republican Caucus Dues
Senate District 07,Janice Rich,Republican,264,5/9/24,Usps,Grand Junction,CO,81501,Office Equipment & Supplies,
Senate District 07,Janice Rich,Republican,252,5/9/24,Squarespace,New York,NY,10014,Advertising,
Senate District 07,Janice Rich,Republican,500,5/9/24,Colorado Republican Caucus,Denver,CO,80209,Contributions,
Senate District 07,Janice Rich,Republican,210,12/18/23,Usps,Grand Junction,CO,81501,Office Equipment & Supplies,
Senate District 08,Dylan Roberts,Democratic,6.92,1/5/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,21.6,1/6/25,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,123,1/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fees
Senate District 08,Dylan Roberts,Democratic,250,1/28/25,Democratic Senate Caucus Fund,Denver,CO,80203,Other,Caucus Dues
Senate District 08,Dylan Roberts,Democratic,2,1/29/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,74.7,2/4/25,Don Bruns Llc,,CO,,Other,Official Picture
Senate District 08,Dylan Roberts,Democratic,21.6,2/5/25,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,132,2/24/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fees
Senate District 08,Dylan Roberts,Democratic,2,2/26/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,3/5/25,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,132,3/24/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fees
Senate District 08,Dylan Roberts,Democratic,22,3/26/25,Senate Services,Denver,CO,80203,Office Equipment & Supplies,Flag Purchase
Senate District 08,Dylan Roberts,Democratic,2,3/27/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,25.2,4/7/25,Squarespace Inc,New York,NY,10014,Advertising,Website Fee
Senate District 08,Dylan Roberts,Democratic,132,4/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fee
Senate District 08,Dylan Roberts,Democratic,2,4/25/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,25.2,5/5/25,Squarespace Inc,New York,NY,10014,Advertising,Website Fee
Senate District 08,Dylan Roberts,Democratic,100,5/13/25,Joseph  Quintana,Brighton,CO,80601,Employee Services,Legislative Aide Gas Reimbursement
Senate District 08,Dylan Roberts,Democratic,132,5/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fee
Senate District 08,Dylan Roberts,Democratic,2,5/28/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,30,6/3/25,The Jackson County Star,Walden,CO,80480,Other,Jackson County Star Newspaper Subscription
Senate District 08,Dylan Roberts,Democratic,301.2,6/5/25,Squarespace Inc,New York,NY,10014,Advertising,Annual Website Registration
Senate District 08,Dylan Roberts,Democratic,132,6/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fee
Senate District 08,Dylan Roberts,Democratic,2,6/26/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,25.69,6/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,200,7/1/25,Joseph  Quintana,Brighton,CO,80601,Employee Services,Legislative Aide Mileage For Town Hall Meeting Support
Senate District 08,Dylan Roberts,Democratic,25.2,7/7/25,Squarespace Inc,New York,NY,10014,Advertising,Square Space Monthly Fee
Senate District 08,Dylan Roberts,Democratic,132,7/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Monthly Fee
Senate District 08,Dylan Roberts,Democratic,2,7/29/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,25.2,8/5/25,Squarespace Inc,New York,NY,10014,Advertising,Square Space Monthly Dues
Senate District 08,Dylan Roberts,Democratic,132,8/25/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Monthly Dues
Senate District 08,Dylan Roberts,Democratic,2,8/27/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,0.4,9/2/25,Google,Mountain View,CA,94043,Other,Google Additional Storage
Senate District 08,Dylan Roberts,Democratic,25.2,9/5/25,Squarespace Inc,New York,NY,10014,Advertising,Square Space Monthly Dues
Senate District 08,Dylan Roberts,Democratic,318,9/11/25,Ascend Digital Strategies,Washington,DC,20001,Consultant & Professional Services,Digital Consulting And Website Update
Senate District 08,Dylan Roberts,Democratic,132,9/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Monthly Dues
Senate District 08,Dylan Roberts,Democratic,2,9/25/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,141.26,9/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,21.6,10/7/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,318,10/18/24,Ascend Digital Strategies,Washington,DC,20001,Consultant & Professional Services,Annual Website Service
Senate District 08,Dylan Roberts,Democratic,132,10/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,10/29/24,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,11/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Fee
Senate District 08,Dylan Roberts,Democratic,1175,11/14/24,Democratic Senate Caucus Fund,Denver,CO,80203,Other,2025 Senate Caucus Dues
Senate District 08,Dylan Roberts,Democratic,123,11/25/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,11/26/24,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,12/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Fee
Senate District 08,Dylan Roberts,Democratic,174.94,12/11/24,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Annual Zoom Account Subscription
Senate District 08,Dylan Roberts,Democratic,132,12/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,12/27/24,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,211.38,12/31/24,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees For Quarter
Senate District 08,Dylan Roberts,Democratic,0.49,10/2/25,Google,Mountain View,CA,94043,Other,Google Storage
Senate District 08,Dylan Roberts,Democratic,5.93,10/5/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,25.2,10/6/25,Squarespace Inc,New York,NY,10014,Advertising,Squarespace Monthly Fee
Senate District 08,Dylan Roberts,Democratic,25.69,10/19/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,132,10/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,3.96,10/26/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,2,10/29/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,740.59,10/30/25,Br Printers,Denver,CO,80239,Advertising,"Printing: Bres, Stickers, Signs"
Senate District 08,Dylan Roberts,Democratic,62.54,11/2/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,0.49,11/3/25,Google,Mountain View,CA,94043,Other,Google Storage
Senate District 08,Dylan Roberts,Democratic,25.2,11/5/25,Squarespace Inc,New York,NY,10014,Advertising,Squarespace Monthly Fee
Senate District 08,Dylan Roberts,Democratic,332.09,11/9/25,Highside Brewing And Bbq,Frisco,CO,80443,"Food, Beverages and Meals",Catering For Campaign Event
Senate District 08,Dylan Roberts,Democratic,111.66,11/9/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,339.35,11/16/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,197.54,11/17/25,Hovey & Harrison,Edwards,CO,81632,"Food, Beverages and Meals",Catering For Campaign Event
Senate District 08,Dylan Roberts,Democratic,75.57,11/23/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,132,11/24/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Monthly Dues
Senate District 08,Dylan Roberts,Democratic,2,11/29/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,97.6,11/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,1.99,12/2/25,Google,Mountain View,CA,94043,Other,Google Storage
Senate District 08,Dylan Roberts,Democratic,25.2,12/5/25,Squarespace Inc,New York,NY,10014,Advertising,Squarespace Monthly Fee
Senate District 08,Dylan Roberts,Democratic,3.95,12/7/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,174.94,12/11/25,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Zoom Annual Dues
Senate District 08,Dylan Roberts,Democratic,66.39,12/14/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,58.28,12/21/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,132,12/23/25,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Monthly Dues
Senate District 08,Dylan Roberts,Democratic,2,12/24/25,First Bank,Silverthorne,CO,80498,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,35.56,12/28/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,18,1/5/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Cost
Senate District 08,Dylan Roberts,Democratic,115,1/23/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,1/27/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,18,2/6/23,Squarespace Inc,New York,NY,10014,Advertising,Website Hosting Cost
Senate District 08,Dylan Roberts,Democratic,80,2/9/23,Bud Werner Memorial Library,Steamboat Springs,CO,80487,Other,Room And A/V Use For Town Hall Meeting
Senate District 08,Dylan Roberts,Democratic,115,2/23/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,2/24/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,18,3/6/23,Squarespace Inc,New York,NY,10014,Advertising,Website Hosting Costs
Senate District 08,Dylan Roberts,Democratic,236.78,3/8/23,Beau Jo'S Idaho Springs,Idaho Springs,CO,80452,"Food, Beverages and Meals",Food For Town Hall Meeting
Senate District 08,Dylan Roberts,Democratic,115,3/23/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,3/29/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
